transaction_id,amount,hour,distance_from_home_km,merchant_risk_score,transactions_last_24h,card_present,international,online_transaction,fraud
TXN000819,35.63,9.0,3.12,0.143,0.0,1,0,1,0
TXN000820,8.68,11.0,14.77,0.81,1.0,1,0,0,0
TXN000821,16.76,5.0,13.35,0.705,6.0,1,0,0,0
TXN000822,114.18,6.0,10.7,0.53,2.0,1,0,0,0
TXN000823,8.48,4.0,6.31,0.374,3.0,1,0,0,0
TXN000824,3.27,19.0,1.96,0.668,7.0,1,0,1,0
TXN000825,4.21,5.0,41.19,0.813,1.0,1,0,0,0
TXN000826,27.91,21.0,15.37,0.881,5.0,1,0,0,0
TXN000827,27.96,12.0,27.33,0.547,1.0,1,0,1,0
TXN000828,24.1,19.0,32.19,0.82,2.0,1,0,1,0
TXN000829,91.3,15.0,27.5,0.511,4.0,1,0,0,0
TXN000830,1.87,6.0,10.01,0.475,1.0,1,1,0,0
TXN000831,40.28,14.0,17.98,0.865,1.0,1,0,1,0
TXN000832,129.21,6.0,0.82,0.386,4.0,1,0,0,0
TXN000833,8.78,2.0,30.69,0.396,5.0,1,0,0,0
TXN000834,18.54,6.0,42.83,0.305,2.0,1,0,0,0
TXN000835,12.77,6.0,49.28,0.519,1.0,0,0,0,0
TXN000836,11.09,3.0,5.0,0.545,3.0,1,0,1,0
TXN000837,19.56,0.0,4.48,0.66,5.0,1,0,0,0
TXN000838,113.01,22.0,12.32,0.431,2.0,1,1,0,0
TXN000839,170.27,12.0,18.42,0.218,3.0,0,0,0,0
TXN000840,19.38,9.0,16.56,0.867,5.0,1,0,0,0
TXN000841,182.19,22.0,35.97,0.346,1.0,0,0,0,0
TXN000842,28.09,5.0,13.6,0.923,2.0,1,1,1,1
TXN000843,156.6,9.0,13.09,0.207,0.0,0,0,0,0
TXN000844,24.7,20.0,13.97,0.56,3.0,1,0,0,0
TXN000845,30.91,15.0,10.21,0.537,3.0,1,0,0,0
TXN000846,39.07,9.0,9.89,0.829,7.0,1,1,1,0
TXN000847,651.22,6.0,6.96,0.139,4.0,1,0,0,0
TXN000848,63.52,0.0,2.73,0.91,7.0,0,0,1,0
TXN000849,13.37,2.0,5.52,0.531,5.0,0,0,1,0
TXN000850,71.45,3.0,2.71,0.586,4.0,1,0,0,0
TXN000851,18.88,18.0,12.04,0.51,3.0,1,0,1,1
TXN000852,16.61,15.0,65.84,0.036,2.0,1,0,0,0
TXN000853,67.26,10.0,15.87,0.497,2.0,1,0,1,0
TXN000854,27.97,18.0,14.17,0.264,5.0,1,0,1,0
TXN000855,35.82,3.0,14.74,0.343,0.0,1,0,0,0
TXN000856,27.49,5.0,4.47,0.649,4.0,1,0,1,0
TXN000857,37.96,9.0,11.97,0.498,4.0,0,1,0,1
TXN000858,41.47,22.0,4.12,0.093,1.0,0,0,0,0
TXN000859,3.91,14.0,19.7,0.073,3.0,0,0,1,0
TXN000860,52.8,20.0,33.32,0.186,1.0,1,0,1,0
TXN000861,10.16,5.0,4.46,0.191,4.0,0,0,0,1
TXN000862,6.41,20.0,49.16,0.608,5.0,1,0,1,0
TXN000863,25.57,1.0,39.97,0.178,4.0,1,0,1,0
TXN000864,29.49,5.0,0.03,0.882,4.0,1,0,0,0
TXN000865,13.55,12.0,8.07,0.21,7.0,0,0,1,0
TXN000866,62.24,1.0,3.86,0.091,1.0,1,0,1,0
TXN000867,7.08,20.0,3.06,0.876,4.0,0,0,1,0
TXN000868,18.05,20.0,31.72,0.295,0.0,1,0,1,0
TXN000869,15.11,12.0,22.63,0.425,2.0,0,0,0,0
TXN000870,25.88,7.0,11.92,0.959,2.0,1,0,0,0
TXN000871,35.83,2.0,29.35,0.944,3.0,0,0,0,1
TXN000872,9.9,14.0,26.09,0.715,4.0,1,0,0,0
TXN000873,55.94,12.0,1.71,0.069,2.0,1,0,0,0
TXN000874,28.88,18.0,1.5,0.593,4.0,0,0,1,0
TXN000875,4.09,14.0,25.58,0.989,1.0,1,0,0,0
TXN000876,3.82,3.0,1.84,0.947,4.0,1,0,1,0
TXN000877,26.78,2.0,33.97,0.106,1.0,0,0,0,0
TXN000878,21.74,18.0,18.64,0.396,3.0,1,0,0,0
TXN000879,24.45,3.0,23.01,0.316,2.0,0,0,1,0
TXN000880,26.36,22.0,9.6,0.13,3.0,1,0,1,0
TXN000881,33.97,2.0,5.61,0.695,4.0,0,0,0,1
TXN000882,69.94,17.0,7.34,0.274,6.0,1,0,1,0
TXN000883,8.93,23.0,2.27,0.345,5.0,1,0,0,0
TXN000884,8.4,10.0,7.68,0.09,4.0,0,0,0,0
TXN000885,9.09,1.0,21.12,0.498,0.0,1,0,0,0
TXN000886,36.19,21.0,37.2,0.158,4.0,1,0,1,0
TXN000887,94.16,4.0,1.15,0.432,2.0,1,0,0,0
TXN000888,17.61,12.0,35.55,0.143,4.0,1,0,1,0
TXN000889,2.22,23.0,54.92,0.954,1.0,1,0,0,0
TXN000890,4.93,17.0,47.34,0.145,4.0,1,0,0,0
TXN000891,11.79,1.0,14.23,0.522,3.0,0,0,1,0
TXN000892,15.52,19.0,35.44,0.197,2.0,1,1,0,0
TXN000893,18.02,3.0,25.83,0.076,6.0,1,0,0,0
TXN000894,28.18,17.0,13.68,0.202,2.0,1,0,0,0
TXN000895,19.85,14.0,15.01,0.055,4.0,1,0,0,0
TXN000896,77.43,6.0,3.18,0.139,3.0,1,1,0,0
TXN000897,13.79,10.0,31.16,0.493,3.0,0,0,0,0
TXN000898,11.45,2.0,1.43,0.652,1.0,1,0,1,0
TXN000899,43.77,23.0,20.72,0.087,3.0,1,0,0,0
TXN000900,5.84,5.0,69.71,0.441,5.0,0,0,0,0
TXN000901,40.03,7.0,25.67,0.581,3.0,1,0,1,0
TXN000902,30.04,12.0,14.54,0.234,3.0,1,0,0,0
TXN000903,23.4,16.0,8.57,0.372,4.0,1,0,1,0
TXN000904,132.72,12.0,33.98,0.072,3.0,1,0,1,0
TXN000905,14.55,12.0,1.7,0.22,4.0,1,1,0,0
TXN000906,212.79,13.0,12.17,0.467,1.0,0,0,0,0
TXN000907,21.64,20.0,26.84,0.99,1.0,1,1,0,0
TXN000908,7.56,9.0,7.36,0.996,2.0,1,0,0,0
TXN000909,29.08,19.0,8.89,0.98,5.0,1,1,0,1
TXN000910,9.24,18.0,1.67,0.423,2.0,0,0,1,0
TXN000911,12.78,23.0,2.91,0.081,3.0,0,0,1,0
TXN000912,40.33,21.0,0.53,0.324,2.0,0,0,0,0
TXN000913,47.26,19.0,7.7,0.238,1.0,1,0,1,1
TXN000914,14.55,5.0,13.24,0.014,3.0,0,0,0,0
TXN000915,72.78,18.0,7.16,0.095,0.0,1,0,1,0
TXN000916,86.27,17.0,6.27,0.453,1.0,1,0,1,0
TXN000917,114.01,6.0,20.8,0.34,2.0,1,0,0,0
TXN000918,46.04,16.0,49.8,0.18,4.0,0,0,0,1
TXN000919,106.0,6.0,13.55,0.716,2.0,1,0,0,0
TXN000920,4.13,12.0,14.18,0.357,2.0,1,0,1,0
TXN000921,19.73,,5.99,0.852,4.0,1,0,0,0
TXN000922,11.39,4.0,8.41,0.241,2.0,1,0,1,0
TXN000923,30.55,8.0,7.42,0.538,1.0,0,0,0,0
TXN000924,15.31,19.0,55.16,0.184,5.0,0,0,0,0
TXN000925,22.96,10.0,22.36,0.495,4.0,1,0,1,1
TXN000926,178.07,23.0,27.63,0.152,3.0,1,0,0,0
TXN000927,22.88,0.0,3.86,0.162,4.0,1,0,0,0
TXN000928,41.01,17.0,31.13,0.612,5.0,0,1,1,1
TXN000929,21.49,19.0,10.47,0.264,2.0,1,0,0,1
TXN000930,29.25,22.0,2.68,0.172,1.0,1,0,1,0
TXN000931,27.28,3.0,18.46,0.93,3.0,1,0,1,0
TXN000932,42.45,23.0,2.87,0.043,2.0,1,0,0,0
TXN000933,86.95,9.0,10.87,0.565,1.0,1,0,0,0
TXN000934,140.81,8.0,2.37,0.548,2.0,1,0,0,0
TXN000935,36.95,8.0,14.19,0.251,4.0,0,1,1,0
TXN000936,48.89,15.0,4.07,0.453,5.0,1,0,1,0
TXN000937,8.58,15.0,4.34,0.088,2.0,1,0,1,0
TXN000938,24.83,11.0,2.92,0.721,3.0,1,0,1,0
TXN000939,69.43,1.0,0.76,0.222,2.0,1,1,0,0
TXN000940,64.46,23.0,2.41,0.193,4.0,1,0,0,0
TXN000941,33.5,5.0,26.83,0.315,2.0,1,0,0,0
TXN000942,65.79,2.0,8.49,0.902,3.0,0,0,1,0
TXN000943,44.29,14.0,32.2,0.796,11.0,1,0,0,0
TXN000944,90.04,9.0,48.07,0.947,6.0,0,0,0,1
TXN000945,36.21,14.0,52.1,0.652,1.0,1,1,0,0
TXN000946,19.0,21.0,1.31,0.663,1.0,1,0,0,0
TXN000947,37.93,2.0,14.1,0.48,5.0,1,0,0,0
TXN000948,1.45,6.0,1.92,0.905,0.0,0,0,0,0
TXN000949,39.76,12.0,38.25,0.511,9.0,0,0,1,1
TXN000950,1.0,18.0,27.33,0.355,0.0,1,1,1,0
TXN000951,4.84,14.0,8.08,0.64,3.0,1,0,0,0
TXN000952,42.6,9.0,8.85,0.546,2.0,1,0,1,0
TXN000953,43.71,14.0,14.62,0.124,3.0,1,0,0,0
TXN000954,8.48,23.0,21.1,0.393,5.0,0,0,1,0
TXN000955,13.3,11.0,33.47,0.313,2.0,1,0,0,0
TXN000956,106.76,21.0,2.09,0.847,3.0,1,0,1,0
TXN000957,16.71,18.0,14.83,0.379,3.0,0,0,0,1
TXN000958,255.42,7.0,8.63,0.822,5.0,0,1,0,0
TXN000959,27.06,5.0,5.75,0.442,7.0,0,0,1,1
TXN000960,40.77,18.0,22.14,0.754,4.0,1,0,1,0
TXN000961,136.58,4.0,9.25,0.135,4.0,1,0,1,0
TXN000962,30.91,8.0,25.43,0.925,3.0,1,0,0,0
TXN000963,9.95,5.0,31.54,0.481,4.0,1,0,0,0
TXN000964,24.3,14.0,8.52,0.26,0.0,1,0,1,0
TXN000965,26.16,7.0,0.31,0.241,3.0,1,0,0,0
TXN000966,6.93,15.0,63.46,0.265,1.0,1,0,0,0
TXN000967,20.99,22.0,22.01,0.367,4.0,1,0,0,0
TXN000968,12.91,19.0,40.87,0.718,1.0,1,0,0,0
TXN000969,68.33,22.0,1.71,0.95,1.0,1,0,0,0
TXN000970,28.07,0.0,2.51,0.669,2.0,1,0,0,0
TXN000971,20.43,10.0,1.11,0.547,2.0,1,0,1,0
TXN000972,24.38,5.0,4.42,0.449,3.0,0,0,1,0
TXN000973,33.89,22.0,0.16,0.828,3.0,0,0,1,0
TXN000974,50.24,17.0,37.75,0.85,4.0,1,0,1,0
TXN000975,9.98,7.0,6.8,0.293,3.0,1,0,0,0
TXN000976,9.57,13.0,28.77,0.953,5.0,1,0,1,0
TXN000977,81.83,14.0,32.16,0.395,4.0,1,0,1,0
TXN000978,17.95,11.0,31.9,0.8,5.0,1,0,0,0
TXN000979,6.57,11.0,11.93,0.967,4.0,0,0,0,1
TXN000980,42.26,1.0,63.37,0.704,0.0,1,0,1,0
TXN000981,43.09,10.0,39.89,0.162,3.0,1,0,1,0
TXN000982,5.87,8.0,57.49,0.586,3.0,0,0,1,1
TXN000983,34.11,19.0,15.94,0.119,2.0,1,0,1,0
TXN000984,56.58,20.0,36.78,0.789,1.0,1,0,1,0
TXN000985,39.42,18.0,11.05,0.281,6.0,1,0,1,0
TXN000986,51.01,0.0,23.82,0.695,2.0,0,0,1,1
TXN000987,6.66,20.0,21.65,0.91,2.0,1,0,1,0
TXN000988,37.75,9.0,1.34,0.181,4.0,1,1,1,0
TXN000989,20.03,9.0,4.05,0.393,5.0,0,0,0,1
TXN000990,16.73,22.0,27.89,0.647,5.0,1,0,1,0
TXN000991,64.75,20.0,0.47,0.42,2.0,0,0,0,0
TXN000992,119.02,1.0,26.37,0.175,4.0,1,0,0,0
TXN000993,163.1,8.0,15.88,0.029,4.0,1,0,0,0
TXN000994,100.97,17.0,84.67,0.407,4.0,1,0,0,0
TXN000995,24.29,12.0,0.62,0.649,1.0,0,0,0,1
TXN000996,38.58,6.0,13.02,0.574,3.0,1,0,0,0
TXN000997,58.37,12.0,57.19,0.156,2.0,1,0,0,0
TXN000998,30.61,20.0,0.16,0.451,6.0,0,0,1,0
TXN000999,30.9,5.0,19.17,0.369,2.0,1,0,1,0
TXN001000,61.79,17.0,7.78,0.274,4.0,0,0,1,0
TXN001001,25.55,17.0,5.23,0.729,2.0,1,0,0,0
TXN001002,13.08,21.0,24.41,0.31,4.0,1,0,0,0
TXN001003,17.91,7.0,11.27,0.54,4.0,0,1,1,1
TXN001004,51.11,5.0,15.32,0.923,4.0,0,0,0,1
TXN001005,27.19,13.0,0.0,0.539,5.0,1,0,1,0
TXN001006,38.1,12.0,14.08,0.617,1.0,0,0,1,0
TXN001007,52.99,9.0,1.44,0.073,1.0,0,0,0,0
TXN001008,18.64,18.0,11.84,0.178,4.0,0,0,0,0
TXN001009,57.76,19.0,1.61,0.101,4.0,1,0,0,0
TXN001010,39.6,5.0,19.81,0.765,3.0,1,0,0,0
TXN001011,7.89,19.0,3.41,0.836,4.0,1,0,0,0
TXN001012,114.7,5.0,0.49,0.186,4.0,1,0,1,0
TXN001013,16.43,9.0,30.71,0.219,4.0,1,0,1,0
TXN001014,5.18,0.0,4.4,0.323,4.0,1,0,0,0
TXN001015,9.53,8.0,0.15,0.591,3.0,1,0,0,0
TXN001016,9.77,23.0,21.52,0.622,4.0,1,0,0,0
TXN001017,28.56,10.0,13.43,0.687,4.0,1,0,0,0
TXN001018,20.62,17.0,17.01,0.905,3.0,1,0,1,0
TXN001019,19.36,2.0,36.96,0.295,2.0,1,0,1,0
TXN001020,50.39,15.0,3.64,0.659,5.0,0,0,1,0
TXN001021,38.09,8.0,5.1,0.56,0.0,0,0,0,0
TXN001022,37.19,17.0,24.75,0.306,2.0,1,0,0,0
TXN001023,40.85,22.0,8.15,0.907,4.0,1,0,1,0
TXN001024,50.21,12.0,5.3,0.095,1.0,1,0,1,0
TXN001025,3.29,2.0,30.15,0.712,6.0,1,0,1,0
TXN001026,18.83,11.0,7.78,0.728,2.0,0,0,0,0
TXN001027,3.06,2.0,7.5,0.915,4.0,1,0,1,0
TXN001028,28.11,10.0,52.68,0.519,2.0,1,0,0,0
TXN001029,26.99,1.0,0.3,0.322,5.0,1,0,0,0
TXN001030,77.13,15.0,54.07,0.828,1.0,0,0,1,0
TXN001031,88.91,7.0,7.26,0.771,1.0,0,0,0,0
TXN001032,33.21,4.0,58.89,0.5,5.0,0,0,1,0
TXN001033,16.44,0.0,2.49,0.768,2.0,1,0,0,0
TXN001034,44.04,21.0,15.44,0.268,3.0,0,0,0,0
TXN001035,15.99,20.0,24.15,0.59,3.0,1,0,0,0
TXN001036,27.07,19.0,25.06,0.865,1.0,1,0,1,0
TXN001037,72.69,1.0,1.73,0.318,2.0,0,0,1,0
TXN001038,15.52,8.0,1.63,0.484,5.0,1,0,0,0
TXN001039,60.68,23.0,17.41,0.951,3.0,0,0,0,1
TXN001040,53.38,13.0,1.72,0.798,2.0,1,0,0,0
TXN001041,10.44,3.0,29.0,0.887,5.0,1,0,0,0
TXN001042,71.8,3.0,33.81,0.385,2.0,1,0,1,0
TXN001043,54.52,6.0,2.75,0.997,6.0,0,0,0,1
TXN001044,30.02,23.0,26.39,0.153,6.0,1,1,0,0
TXN001045,12.65,4.0,0.9,0.519,4.0,0,0,0,0
TXN001046,11.48,21.0,56.51,0.479,4.0,1,0,1,0
TXN001047,15.84,16.0,13.27,0.798,1.0,0,0,1,1
TXN001048,46.65,22.0,23.71,0.909,6.0,1,0,1,0
TXN001049,10.43,19.0,23.46,0.731,2.0,1,0,1,0
TXN001050,41.99,7.0,19.28,0.627,0.0,0,0,1,0
TXN001051,7.83,19.0,16.05,0.427,7.0,0,0,0,0
TXN001052,22.11,4.0,0.51,0.51,3.0,1,0,1,0
TXN001053,30.25,6.0,36.18,0.509,1.0,1,0,1,0
TXN001054,312.66,5.0,16.61,0.02,2.0,1,0,0,0
TXN001055,6.84,3.0,5.16,0.503,3.0,0,0,1,0
TXN001056,118.16,2.0,7.61,0.856,2.0,1,0,1,0
TXN001057,31.5,4.0,8.08,0.709,9.0,0,0,1,0
TXN001058,40.9,2.0,1.2,0.796,3.0,1,1,0,0
TXN001059,30.52,9.0,3.76,0.39,3.0,0,1,0,0
TXN001060,42.3,1.0,0.36,0.529,3.0,1,0,1,0
TXN001061,23.25,1.0,16.11,0.033,2.0,1,0,0,0
TXN001062,116.05,23.0,9.66,0.383,5.0,1,0,0,0
TXN001063,17.18,2.0,57.54,0.474,2.0,1,0,0,0
TXN001064,84.12,1.0,4.88,0.255,4.0,1,0,0,0
TXN001065,14.23,0.0,15.44,0.031,3.0,1,0,1,0
TXN001066,25.53,3.0,1.24,0.69,0.0,0,0,1,0
TXN001067,9.28,12.0,6.48,0.435,0.0,1,0,1,0
TXN001068,42.74,19.0,17.04,0.416,4.0,1,0,0,0
TXN001069,115.02,17.0,54.54,0.25,4.0,0,0,0,0
TXN001070,25.09,13.0,58.84,0.538,6.0,1,0,0,0
TXN001071,22.27,2.0,0.9,0.438,2.0,1,0,0,0
TXN001072,8.89,18.0,17.5,0.474,3.0,0,0,1,1
TXN001073,21.56,0.0,4.55,0.581,6.0,0,1,0,0
TXN001074,5.51,15.0,37.64,0.006,3.0,0,1,0,0
TXN001075,10.88,9.0,24.09,0.908,2.0,0,0,1,0
TXN001076,34.01,21.0,4.23,0.071,1.0,1,0,1,0
TXN001077,101.39,7.0,8.86,0.451,0.0,1,0,0,0
TXN001078,449.98,15.0,0.14,0.207,4.0,1,0,1,0
TXN001079,15.08,10.0,9.36,0.524,7.0,0,0,0,0
TXN001080,113.9,12.0,14.22,0.28,3.0,0,0,1,1
TXN001081,34.6,22.0,11.62,0.86,4.0,1,0,1,0
TXN001082,23.31,17.0,23.39,0.396,4.0,1,0,0,0
TXN001083,41.79,9.0,2.66,0.639,7.0,1,0,0,0
TXN001084,28.84,10.0,31.67,0.249,2.0,1,0,0,0
TXN001085,30.28,16.0,8.51,0.019,3.0,0,0,1,0
TXN001086,18.02,8.0,8.87,0.404,2.0,1,0,0,0
TXN001087,6.7,4.0,6.34,0.536,4.0,1,0,1,0
TXN001088,5.79,11.0,27.16,0.46,2.0,0,0,0,0
TXN001089,52.1,1.0,9.26,0.962,5.0,1,0,0,0
TXN001090,20.56,4.0,6.67,0.707,1.0,1,0,0,0
TXN001091,14.94,10.0,18.1,0.996,4.0,1,0,0,0
TXN001092,27.34,19.0,18.28,0.295,1.0,1,0,0,0
TXN001093,60.04,18.0,7.17,0.789,3.0,1,0,1,0
TXN001094,32.47,6.0,34.61,0.556,2.0,1,0,1,0
TXN001095,14.07,10.0,8.65,0.612,5.0,1,0,0,0
TXN001096,92.42,3.0,23.37,0.986,2.0,1,0,1,1
TXN001097,131.52,18.0,6.29,0.654,4.0,1,0,0,1
TXN001098,44.46,5.0,27.39,0.899,1.0,1,0,1,0
TXN001099,71.78,19.0,26.63,0.726,2.0,0,0,0,0
TXN001100,93.87,20.0,22.72,0.127,3.0,1,0,1,0
TXN001101,83.94,16.0,28.77,0.699,2.0,1,1,0,1
TXN001102,50.1,7.0,15.42,0.484,2.0,0,0,0,0
TXN001103,49.32,22.0,3.67,0.919,4.0,1,1,1,0
TXN001104,45.59,16.0,12.82,0.807,3.0,1,0,0,0
TXN001105,9.05,15.0,4.26,0.104,1.0,0,0,0,0
TXN001106,54.64,20.0,17.26,0.134,3.0,1,0,0,0
TXN001107,6.99,21.0,2.13,0.07,3.0,1,0,1,0
TXN001108,12.25,1.0,15.18,0.493,5.0,0,0,0,0
TXN001109,99.84,21.0,2.83,0.081,3.0,1,0,0,0
TXN001110,62.82,18.0,15.98,0.724,5.0,1,0,1,1
TXN001111,119.99,4.0,73.76,0.552,4.0,1,0,1,0
TXN001112,20.66,7.0,20.66,0.836,2.0,1,0,0,0
TXN001113,8.57,18.0,6.61,0.28,3.0,0,0,1,0
TXN001114,21.32,5.0,4.9,0.519,0.0,1,0,0,0
TXN001115,30.03,10.0,9.73,0.117,3.0,1,0,0,0
TXN001116,29.34,16.0,12.87,0.885,1.0,1,0,0,0
TXN001117,84.24,15.0,16.74,0.175,2.0,0,0,1,0
TXN001118,18.89,21.0,5.24,0.102,3.0,1,0,1,0
TXN001119,38.55,2.0,18.06,0.205,0.0,1,0,0,0
TXN001120,10.09,7.0,3.29,0.806,0.0,1,0,0,0
TXN001121,42.53,23.0,46.79,0.106,2.0,1,1,0,0
TXN001122,27.2,13.0,23.6,0.614,2.0,1,0,0,0
TXN001123,12.81,5.0,11.66,0.746,0.0,0,0,0,0
TXN001124,21.42,6.0,20.62,0.751,1.0,1,0,1,0
TXN001125,22.55,8.0,3.05,0.19,1.0,1,0,0,0
TXN001126,20.69,13.0,35.2,0.062,7.0,1,0,1,0
TXN001127,159.39,6.0,41.66,0.449,1.0,1,0,0,0
TXN001128,24.57,14.0,3.89,0.202,2.0,1,0,0,0
TXN001129,21.24,10.0,0.69,0.699,4.0,0,1,0,0
TXN001130,3.33,14.0,7.88,0.357,2.0,1,0,1,0
TXN001131,11.09,3.0,19.93,0.449,3.0,0,0,0,0
TXN001132,20.84,14.0,64.48,0.113,6.0,1,0,0,0
TXN001133,13.66,22.0,7.33,0.568,3.0,1,0,0,0
TXN001134,107.95,3.0,7.18,0.186,1.0,1,1,1,0
TXN001135,22.99,7.0,2.29,0.679,2.0,1,0,1,0
TXN001136,98.34,16.0,36.34,0.071,1.0,1,0,0,0
TXN001137,28.84,14.0,56.09,0.976,5.0,0,1,0,0
TXN001138,28.14,16.0,1.3,0.685,1.0,0,0,0,0
TXN001139,24.81,13.0,1.71,0.182,5.0,0,0,0,0
TXN001140,27.22,16.0,5.47,0.014,4.0,0,0,1,0
TXN001141,151.23,14.0,40.11,0.334,3.0,1,0,0,0
TXN001142,2.67,1.0,86.56,0.153,6.0,1,0,1,1
TXN001143,3.66,18.0,7.83,0.218,5.0,1,0,1,0
TXN001144,15.75,10.0,25.16,0.873,2.0,0,0,1,0
TXN001145,27.51,1.0,16.1,0.603,1.0,1,1,0,0
TXN001146,54.06,9.0,4.38,0.176,2.0,1,0,1,0
TXN001147,43.51,10.0,14.28,0.557,11.0,1,0,0,0
TXN001148,18.46,2.0,52.4,0.256,7.0,1,1,0,0
TXN001149,75.12,23.0,25.77,0.976,3.0,0,0,1,1
TXN001150,75.96,5.0,27.04,0.033,2.0,1,0,0,0
TXN001151,32.59,7.0,24.65,0.732,1.0,1,0,0,0
TXN001152,71.0,10.0,2.72,0.773,4.0,0,0,0,0
TXN001153,35.61,19.0,12.8,0.067,1.0,1,0,0,0
TXN001154,15.46,17.0,20.93,0.172,7.0,1,0,1,0
TXN001155,54.48,18.0,13.55,0.384,1.0,1,0,1,0
TXN001156,30.28,5.0,0.19,0.868,5.0,1,0,1,1
TXN001157,27.15,20.0,1.69,0.537,1.0,1,0,0,0
TXN001158,118.27,19.0,42.23,0.655,3.0,1,0,0,0
TXN001159,2.34,11.0,25.53,0.783,1.0,1,0,0,0
TXN001160,6.57,13.0,24.38,0.828,5.0,1,0,0,0
TXN001161,8.27,0.0,38.87,0.476,1.0,1,0,1,0
TXN001162,18.85,18.0,21.83,0.509,3.0,0,0,1,0
TXN001163,21.02,23.0,68.19,0.718,4.0,1,0,1,0
TXN001164,6.01,11.0,42.36,0.263,2.0,1,0,1,0
TXN001165,10.12,12.0,5.71,0.854,2.0,1,0,0,0
TXN001166,11.46,11.0,7.43,0.021,4.0,1,0,1,0
TXN001167,316.53,1.0,13.39,0.196,1.0,0,0,1,0
TXN001168,164.31,14.0,5.55,0.8,2.0,1,0,1,0
TXN001169,17.96,17.0,35.21,0.34,3.0,1,0,0,0
TXN001170,18.85,22.0,3.47,0.15,4.0,1,0,1,0
TXN001171,8.59,22.0,16.04,0.187,2.0,0,1,0,0
TXN001172,4.02,11.0,24.61,0.531,3.0,1,0,1,0
TXN001173,24.12,23.0,16.09,0.846,4.0,0,0,1,1
TXN001174,10.0,12.0,5.31,0.071,1.0,1,0,1,0
TXN001175,24.91,15.0,12.34,0.03,5.0,1,0,0,0
TXN001176,5.47,14.0,2.77,0.465,3.0,0,0,0,0
TXN001177,12.65,23.0,13.14,0.956,4.0,1,0,1,0
TXN001178,31.46,17.0,14.56,0.279,3.0,1,0,1,0
TXN001179,39.1,2.0,12.53,0.959,2.0,1,0,1,0
TXN001180,41.16,1.0,14.2,0.888,1.0,1,0,0,0
TXN001181,7.24,9.0,5.08,0.283,3.0,1,0,1,0
TXN001182,63.73,12.0,60.79,0.817,4.0,1,0,1,0
TXN001183,12.18,16.0,23.26,0.686,2.0,1,0,0,0
TXN001184,51.05,11.0,17.46,0.512,3.0,1,0,0,0
TXN001185,26.83,12.0,19.52,0.423,2.0,1,0,1,0
TXN001186,6.85,22.0,8.6,0.816,5.0,0,1,0,0
TXN001187,19.76,8.0,46.49,0.793,1.0,1,0,1,1
TXN001188,39.07,11.0,2.75,0.757,1.0,1,0,1,0
TXN001189,50.05,13.0,0.77,0.998,0.0,1,0,0,0
TXN001190,23.55,11.0,20.01,0.479,7.0,1,0,0,0
TXN001191,125.43,23.0,15.67,0.807,3.0,1,1,1,1
TXN001192,74.26,23.0,7.12,0.862,3.0,0,0,1,1
TXN001193,20.98,12.0,71.33,0.212,6.0,0,0,1,1
TXN001194,57.4,10.0,22.43,0.042,3.0,1,0,1,0
TXN001195,187.5,14.0,13.02,0.405,0.0,0,0,1,0
TXN001196,192.57,4.0,28.2,0.857,2.0,0,0,1,0
TXN001197,7.94,10.0,3.18,0.289,1.0,0,0,1,0
TXN001198,10.73,5.0,7.51,0.7,6.0,0,0,0,0
TXN001199,119.69,3.0,4.01,0.007,6.0,1,0,0,0
TXN001200,9.41,2.0,4.24,0.355,4.0,1,0,0,0
